file_name,line_number,assertion_code,line_count
tb_testprogs.sv,300,"assert property (test_STORE) else $display( ""\n\n Error: STORE after SUB S2,01 operand_a [OP1] is %h the next result should be %h , but is %h, FAIL \n\n"", dut.alu.operand_a, (dut.alu.operand_a - 2'h01), dut.alu.result );",9
tb_testprogs.sv,115,"assert property (pc_jump) else $display( ""\n\n Error OP: %s , PC is [%d], address is [%d] \n\n"", $past( opcode ), (dut.program_counter), $past( dut.idu_code_address, 1 ) );",12
tb_testprogs.sv,134,"assert property (opcode_check) else $display( ""\n\n Error OP: %s , inst is [%d] operation is [%d] \n\n"", $past( opcode ), $past( dut.instruction[17:13] ), $past( dut.idu_operation ) );",14
tb_testprogs.sv,153,"assert property (reset_check) else $display( ""\n\n Error: PC is [%d] RESET_VECTOR is [%d] \n\n"", $past( dut.program_counter ), (RESET_VECTOR) );",9
tb_testprogs.sv,167,"assert property (rollover_check) else $display( ""\n\n Error: PC is [%d] Instruction is [%s] \n\n"", dut.program_counter, dut.instruction[17:13] );",7
tb_testprogs.sv,181,"assert property (zero_flag) else $display( ""\n\n ALU Result was 0; Error OP: %s , Zero flag was not set [ %h ], FAIL \n\n"", opcode, dut.zero );",7
tb_testprogs.sv,193,"assert property (carry_flag) else $display( ""\n\n ALU was Result > FF ; Error OP: %s , ALU Carry Out was not set [ %h ], FAIL \n\n"", opcode, dut.alu.carry_out );",7
tb_testprogs.sv,205,"assert property (addcy_carry_flag) else $display( ""\n\n ALU Result > FF; Error OP: %s , ALU Carry Out was not set [ %h ], FAIL \n\n"", opcode, dut.alu.carry_out );",7
tb_testprogs.sv,217,"assert property (sub_zero_flag) else $display( ""\n\n ALU Result < 0; Error OP: %s , Zero Flag was not set [ %h ], FAIL \n\n"", opcode, dut.zero );",7
tb_testprogs.sv,229,"assert property (sub_carry_flag) else $display( ""\n\n ALU Result < 0; Error OP: %s , ALU Carry Out was not set [ %h ], FAIL \n\n"", opcode, dut.alu.carry_out );",7
tb_testprogs.sv,241,"assert property (subcy_carry_flag) else $display( ""\n\n Subcy ALU Result < 0; Error OP: %s , Zero Flag was not set [ %h ], FAIL \n\n"", opcode, dut.alu.carry_out );",7
tb_testprogs.sv,255,"assert property (clear_carry_flag) else $display( ""\n\n AND sX, sX should clear Carry Flag; Error OP: %s , Carry Flag should has de-asserted but it is [ %h ], FAIL \n\n"", opcode, dut.alu.carry_out );",7
tb_testprogs.sv,269,"assert property (set_carry_flag) else $display( ""\n\n COMPARE sX, sX should set Zero flag but not Carry Flag; Error OP: %s , Carry Flag should has de-asserted but it is [ %h ], FAIL \n\n"", opcode, dut.alu.carry_out );",7
tb_testprogs.sv,284,"assert property (test_ADD_SUB) else $display( ""\n\n Error: OP1 %h +/- OP2 %h should NOT equal %h, you should ignore the error if OP1 == FF && OP2 == 1 \n\n"", dut.alu.operand_a, dut.alu.operand_b, dut.alu.addsub_result[7:0] );",8
tb_testprogs.sv,300,"assert property (test_STORE) else $display( ""\n\n Error: STORE after SUB S2,01 operand_a [OP1] is %h the next result should be %h , but is %h, FAIL \n\n"", dut.alu.operand_a, (dut.alu.operand_a - 2'h01), dut.alu.result );",9
tb_testprogs.sv,115,"assert property (pc_jump) else $display( ""\n\n Error OP: %s , PC is [%d], address is [%d] \n\n"", $past( opcode ), (dut.program_counter), $past( dut.idu_code_address, 1 ) );",12
tb_testprogs.sv,134,"assert property (opcode_check) else $display( ""\n\n Error OP: %s , inst is [%d] operation is [%d] \n\n"", $past( opcode ), $past( dut.instruction[17:13] ), $past( dut.idu_operation ) );",14
tb_testprogs.sv,153,"assert property (reset_check) else $display( ""\n\n Error: PC is [%d] RESET_VECTOR is [%d] \n\n"", $past( dut.program_counter ), (RESET_VECTOR) );",9
tb_testprogs.sv,167,"assert property (rollover_check) else $display( ""\n\n Error: PC is [%d] Instruction is [%s] \n\n"", dut.program_counter, dut.instruction[17:13] );",7
tb_testprogs.sv,181,"assert property (zero_flag) else $display( ""\n\n ALU Result was 0; Error OP: %s , Zero flag was not set [ %h ], FAIL \n\n"", opcode, dut.zero );",7
tb_testprogs.sv,193,"assert property (carry_flag) else $display( ""\n\n ALU was Result > FF ; Error OP: %s , ALU Carry Out was not set [ %h ], FAIL \n\n"", opcode, dut.alu.carry_out );",7
tb_testprogs.sv,205,"assert property (addcy_carry_flag) else $display( ""\n\n ALU Result > FF; Error OP: %s , ALU Carry Out was not set [ %h ], FAIL \n\n"", opcode, dut.alu.carry_out );",7
tb_testprogs.sv,217,"assert property (sub_zero_flag) else $display( ""\n\n ALU Result < 0; Error OP: %s , Zero Flag was not set [ %h ], FAIL \n\n"", opcode, dut.zero );",7
tb_testprogs.sv,229,"assert property (sub_carry_flag) else $display( ""\n\n ALU Result < 0; Error OP: %s , ALU Carry Out was not set [ %h ], FAIL \n\n"", opcode, dut.alu.carry_out );",7
tb_testprogs.sv,241,"assert property (subcy_carry_flag) else $display( ""\n\n Subcy ALU Result < 0; Error OP: %s , Zero Flag was not set [ %h ], FAIL \n\n"", opcode, dut.alu.carry_out );",7
tb_testprogs.sv,255,"assert property (clear_carry_flag) else $display( ""\n\n AND sX, sX should clear Carry Flag; Error OP: %s , Carry Flag should has de-asserted but it is [ %h ], FAIL \n\n"", opcode, dut.alu.carry_out );",7
tb_testprogs.sv,269,"assert property (set_carry_flag) else $display( ""\n\n COMPARE sX, sX should set Zero flag but not Carry Flag; Error OP: %s , Carry Flag should has de-asserted but it is [ %h ], FAIL \n\n"", opcode, dut.alu.carry_out );",7
tb_testprogs.sv,284,"assert property (test_ADD_SUB) else $display( ""\n\n Error: OP1 %h +/- OP2 %h should NOT equal %h, you should ignore the error if OP1 == FF && OP2 == 1 \n\n"", dut.alu.operand_a, dut.alu.operand_b, dut.alu.addsub_result[7:0] );",8
tb_testprogs.sv,300,"assert property (test_STORE) else $display( ""\n\n Error: STORE after SUB S2,01 operand_a [OP1] is %h the next result should be %h , but is %h, FAIL \n\n"", dut.alu.operand_a, (dut.alu.operand_a - 2'h01), dut.alu.result );",9
composite_video_encoder.sv,236,assert (luma_filtered == luma_filtered_check);,1
pal_ntsc_encoder.sv,138,assert (chroma_filtered == chroma_filtered_check_q2);,1
secam_encoder.sv,208,assert (carrier_period_filtered == carrier_period_filtered_check_q2);,1
secam_encoder.sv,211,assert (carrier_period_deemphasis == carrier_period_emphasis_check_q2);,1
secam_encoder.sv,214,assert (enabled_amplitude_filtered == enabled_amplitude_filtered_check_q2);,1
complete.sv,76,assert(spec_valid && !spec_trap);,1
imemcheck.sv,35,assume(mem_rdata[15:0] == imem_data);,1
imemcheck.sv,37,assume(mem_rdata[31:16] == imem_data);,1
wrapper.sv,42,assume (~mem_wait || trap);,1
wrapper.sv,52,assume (rvfi_insn[19:15] == 0);,1
wrapper.sv,54,assume (rvfi_insn[14:12] != 3'b001);,1
wrapper.sv,55,assume (rvfi_insn[14:12] != 3'b011);,1
wrapper.sv,56,assume (rvfi_insn[14:12] != 3'b101);,1
wrapper.sv,57,assume (rvfi_insn[14:12] != 3'b110);,1
wrapper.sv,58,assume (rvfi_insn[14:12] != 3'b111);,1
honest.sv,48,assume (mem_rdata == monitor_insn);,1
cover.sv,59,cover property (count_dmemrd);,1
cover.sv,60,cover property (count_dmemwr);,1
cover.sv,61,cover property (count_longinsn);,1
cover.sv,62,cover property (count_comprinsn);,1
cover.sv,64,cover property (count_dmemrd >= 1 && count_dmemwr >= 1 && count_longinsn >= 1 && count_comprinsn >= 1);,1
cover.sv,65,cover property (count_dmemrd >= 2 && count_dmemwr >= 2 && count_longinsn >= 2 && count_comprinsn >= 2);,1
cover.sv,66,cover property (count_dmemrd >= 3 && count_dmemwr >= 2 && count_longinsn >= 2 && count_comprinsn >= 2);,1
cover.sv,67,cover property (count_dmemrd >= 2 && count_dmemwr >= 3 && count_longinsn >= 2 && count_comprinsn >= 2);,1
cover.sv,68,cover property (count_dmemrd >= 2 && count_dmemwr >= 2 && count_longinsn >= 3 && count_comprinsn >= 2);,1
cover.sv,69,cover property (count_dmemrd >= 2 && count_dmemwr >= 2 && count_longinsn >= 2 && count_comprinsn >= 3);,1
dmemcheck.sv,42,assume(dmem_data == mem_rdata);,1
vortex_afu.sv,795,assert(!dbg_cci_rd_rsp_mask[cci_rd_rsp_tag]);,1
registers_tb.sv,25,assert(regs.rd1 === 0);,1
registers_tb.sv,26,assert(regs.rd2 === 0);,1
registers_tb.sv,37,assert(regs.rd1 === 0);,1
registers_tb.sv,67,assert(regs.rd1 === 0);,1
pc_tb.sv,18,assert(pc === 32'h8000_0000);,1
pc_tb.sv,22,assert(pc === 1000);,1
ibex_icache_core_if.sv,136,cover property (cancelled_valid);,1
ibex_icache_core_if.sv,142,cover property (cancelled_valid);,1
ibex_icache_scoreboard.sv,162,assert(invalidate_seed < mem_states.size);,1
ibex_icache_scoreboard.sv,167,assert(mem_states.size > 0);,1
ibex_icache_scoreboard.sv,188,assert(mem_states.size > 0);,1
ibex_icache_scoreboard.sv,363,assert(seen_insn_data[1:0] == 2'b11);,1
ibex_icache_scoreboard.sv,479,assert (addr_lo < address);,1
formal_tb.sv,67,assume (multdiv_ready_id_i);,1
formal_tb.sv,73,assert (checked);,1
cpld_if.sv,188,cover property(button_power_on);,1
cpld_if.sv,191,cover property(button_power_on);,1
cpld_if.sv,194,cover property(button_power_on);,1
cpld_if.sv,197,cover property(button_power_on);,1
cpld_if.sv,200,cover property(button_power_on);,1
cpld_if.sv,203,cover property(button_power_on);,1
cpld_if.sv,207,cover property(button_power_on);,1
cpld_if.sv,208,cover property(button_power_off);,1
cpld_if.sv,209,cover property(button_reset);,1
cpld_if.sv,210,cover property(btn_on_iic_reset);,1
cpld_if.sv,211,cover property(btn_on_iic_off);,1
cpld_if.sv,212,cover property(btn_on_iic_ctrl_beep);,1
cpld_if.sv,213,cover property(btn_on_tele_reset);,1
cpld_if.sv,214,cover property(btn_on_tele_off);,1
cpld_if.sv,215,cover property(iic_on_btn_reset);,1
cpld_if.sv,216,cover property(iic_on_btn_off);,1
cpld_if.sv,217,cover property(iic_on_lpc_soft_reset);,1
cpld_if.sv,218,cover property(iic_on_lpc_mt_reset);,1
cpld_if.sv,219,cover property(iic_on_lpc_off);,1
cpld_if.sv,220,cover property(iic_on_lpc_ctrl_beep);,1
cpld_if.sv,221,cover property(iic_on_tele_reset);,1
cpld_if.sv,222,cover property(iic_on_tele_off);,1
cpld_if.sv,223,cover property(tele_on_btn_reset);,1
cpld_if.sv,224,cover property(tele_on_btn_off);,1
cpld_if.sv,225,cover property(tele_on_iic_reset);,1
cpld_if.sv,226,cover property(tele_on_iic_off);,1
cpld_if.sv,227,cover property(tele_on_lpc_reset);,1
cpld_if.sv,228,cover property(tele_on_lpc_off);,1
cpld_if.sv,188,cover property(button_power_on);,1
cpld_if.sv,191,cover property(button_power_on);,1
cpld_if.sv,194,cover property(button_power_on);,1
cpld_if.sv,197,cover property(button_power_on);,1
cpld_if.sv,200,cover property(button_power_on);,1
cpld_if.sv,203,cover property(button_power_on);,1
cpld_if.sv,207,cover property(button_power_on);,1
cpld_if.sv,208,cover property(button_power_off);,1
cpld_if.sv,209,cover property(button_reset);,1
cpld_if.sv,210,cover property(btn_on_iic_reset);,1
cpld_if.sv,211,cover property(btn_on_iic_off);,1
cpld_if.sv,212,cover property(btn_on_iic_ctrl_beep);,1
cpld_if.sv,213,cover property(btn_on_tele_reset);,1
cpld_if.sv,214,cover property(btn_on_tele_off);,1
cpld_if.sv,215,cover property(iic_on_btn_reset);,1
cpld_if.sv,216,cover property(iic_on_btn_off);,1
cpld_if.sv,217,cover property(iic_on_lpc_soft_reset);,1
cpld_if.sv,218,cover property(iic_on_lpc_mt_reset);,1
cpld_if.sv,219,cover property(iic_on_lpc_off);,1
cpld_if.sv,220,cover property(iic_on_lpc_ctrl_beep);,1
cpld_if.sv,221,cover property(iic_on_tele_reset);,1
cpld_if.sv,222,cover property(iic_on_tele_off);,1
cpld_if.sv,223,cover property(tele_on_btn_reset);,1
cpld_if.sv,224,cover property(tele_on_btn_off);,1
cpld_if.sv,225,cover property(tele_on_iic_reset);,1
cpld_if.sv,226,cover property(tele_on_iic_off);,1
cpld_if.sv,227,cover property(tele_on_lpc_reset);,1
cpld_if.sv,228,cover property(tele_on_lpc_off);,1
ibex_icache_core_if.sv,136,cover property (cancelled_valid);,1
ibex_icache_core_if.sv,142,cover property (cancelled_valid);,1
ibex_icache_scoreboard.sv,162,assert(invalidate_seed < mem_states.size);,1
ibex_icache_scoreboard.sv,167,assert(mem_states.size > 0);,1
ibex_icache_scoreboard.sv,188,assert(mem_states.size > 0);,1
ibex_icache_scoreboard.sv,363,assert(seen_insn_data[1:0] == 2'b11);,1
ibex_icache_scoreboard.sv,479,assert (addr_lo < address);,1
formal_tb.sv,67,assume (multdiv_ready_id_i);,1
formal_tb.sv,73,assert (checked);,1
cdc_fifo_gray.sv,48,assert(LOG_DEPTH > 0);,1
cdc_fifo_2phase.sv,44,assert(LOG_DEPTH > 0);,1
cdc_2phase_tb.sv,79,assert(tck_src > 0);,1
cdc_2phase_tb.sv,105,assert(tck_dst > 0);,1
cdc_fifo_tb.sv,83,assert(tck_src > 0);,1
cdc_fifo_tb.sv,109,assert(tck_dst > 0);,1
graycode_tb.sv,26,assert(a == c);,1
find_first_one.sv,31,assert(WIDTH >= 0);,1
ibex_icache_core_if.sv,136,cover property (cancelled_valid);,1
ibex_icache_core_if.sv,142,cover property (cancelled_valid);,1
ibex_icache_scoreboard.sv,162,assert(invalidate_seed < mem_states.size);,1
ibex_icache_scoreboard.sv,167,assert(mem_states.size > 0);,1
ibex_icache_scoreboard.sv,188,assert(mem_states.size > 0);,1
ibex_icache_scoreboard.sv,363,assert(seen_insn_data[1:0] == 2'b11);,1
ibex_icache_scoreboard.sv,479,assert (addr_lo < address);,1
tb_jtag_dmi.sv,208,assert(idcode == i_jtag_sime2.IDCODEval_sig);,1
tb_jtag_dmi.sv,210,assert(idcode == IDCode);,1
tb_jtag_dmi.sv,216,assert(dtmcs.version == 1);,1
tb_jtag_dmi.sv,217,assert(dtmcs.abits == 7);,1
tb_jtag_dmi.sv,223,assert(dtmcs.version == 1);,1
tb_jtag_dmi.sv,224,assert(dtmcs.abits == 7);,1
tb_jtag_dmi.sv,293,assert(rsp_mon.data == rsp);,1
tb_jtag_dmi.sv,295,assert(req.data == req_mon.data);,1
usbdev_bfm.sv,508,assert(ep != InvalidEP && ep < NEndpoints);,1
usbdev_bfm.sv,509,assert(in_iso[ep] & !rxenable_setup[ep]);,1
usbdev_bfm.sv,614,assert(token.m_ev_type == EvPacket);,1
usbdev_bfm.sv,615,assert(token.m_pkt_type == PktTypeToken);,1
usbdev_bfm.sv,702,assert(token.m_ev_type == EvPacket);,1
usbdev_bfm.sv,703,assert(data.m_ev_type == EvPacket);,1
usbdev_bfm.sv,704,assert(token.m_pkt_type == PktTypeToken);,1
usbdev_bfm.sv,705,assert(data.m_pkt_type == PktTypeData);,1
spid_status_tb.sv,123,assert(data[1] == 1'b 1);,1
spid_status_tb.sv,134,assert(data[1] == 1'b 0);,1
spid_status_tb.sv,149,assert(data[1] == 1'b 0);,1
spid_status_tb.sv,155,assert(data[1] == 1'b 1);,1
spid_common.sv,607,assert(mode == IoSingle);,1
spid_common.sv,751,"assert(opcode inside {8'h 05, 8'h 35, 8'h 15});",1
spid_common.sv,813,assert(opcode == 8'h 9F);,1
spid_common.sv,1049,assert(m2l.rerror == '0);,1
spid_upload_tb.sv,369,assert(payload_start_idx == '0);,1
otbn_core_model.sv,68,assert(model_handle != null);,1
Create Assertions_Concurrent_Test2.sv,6,assert property(aa);,1
Create Assertions_Concurrent_Test2.sv,10,assert property(aa);,1
Assertions_Concurrent_Test1.sv,5,"assert property(prp) $info(""You got it: "", $time);",1
ariane_pkg.sv,86,assert(Cfg.RASDepth > 0);,1
ariane_pkg.sv,89,assert(Cfg.NrNonIdempotentRules <= NrMaxRules);,1
ariane_pkg.sv,90,assert(Cfg.NrExecuteRegionRules <= NrMaxRules);,1
ariane_pkg.sv,91,assert(Cfg.NrCachedRegionRules <= NrMaxRules);,1
find_first_one.sv,33,assert(WIDTH >= 0);,1
pmp_entry.sv,73,assert(size >= 2);,1
pmp_entry.sv,75,assert(size > 2);,1
pmp_entry.sv,79,assert(conf_addr_i[i] == 1); // check that all the rest are ones end end end if (size < XLEN-1) begin if (base + 2**size > base) begin // check for overflow if (match_o == 0) begin assert(addr_i >= base + 2**size || addr_i < base);,9
pmp_entry.sv,89,assert(addr_i < base + 2**size && addr_i >= base);,1
pmp_entry.sv,93,assert(addr_i - 2**size >= base || addr_i < base);,1
pmp_entry.sv,95,assert(addr_i - 2**size < base && addr_i >= base);,1
cdc_fifo_gray.sv,48,assert(LOG_DEPTH > 0);,1
cdc_fifo_2phase.sv,44,assert(LOG_DEPTH > 0);,1
cdc_2phase_tb.sv,79,assert(tck_src > 0);,1
cdc_2phase_tb.sv,105,assert(tck_dst > 0);,1
cdc_fifo_tb.sv,83,assert(tck_src > 0);,1
cdc_fifo_tb.sv,109,assert(tck_dst > 0);,1
graycode_tb.sv,26,assert(a == c);,1
find_first_one.sv,31,assert(WIDTH >= 0);,1
axi_id_remap.sv,79,assert(ADDR_WIDTH >= 0);,1
axi_id_remap.sv,80,assert(DATA_WIDTH >= 0);,1
axi_id_remap.sv,81,assert(ID_WIDTH_IN >= 0);,1
axi_id_remap.sv,82,assert(ID_WIDTH_OUT >= 0);,1
axi_id_remap.sv,83,assert(USER_WIDTH >= 0);,1
axi_id_remap.sv,84,assert(in.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_id_remap.sv,85,assert(in.AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_id_remap.sv,86,assert(in.AXI_ID_WIDTH == ID_WIDTH_IN);,1
axi_id_remap.sv,87,assert(in.AXI_USER_WIDTH == USER_WIDTH);,1
axi_id_remap.sv,88,assert(out.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_id_remap.sv,89,assert(out.AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_id_remap.sv,90,assert(out.AXI_ID_WIDTH == ID_WIDTH_OUT);,1
axi_id_remap.sv,91,assert(out.AXI_USER_WIDTH == USER_WIDTH);,1
axi_lite_xbar.sv,103,assert(NUM_MASTER > 0);,1
axi_lite_xbar.sv,104,assert(NUM_SLAVE > 0);,1
axi_lite_xbar.sv,105,assert(NUM_RULES > 0);,1
axi_lite_xbar.sv,106,assert(rules.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_lite_xbar.sv,107,assert(rules.NUM_SLAVE == NUM_SLAVE);,1
axi_lite_xbar.sv,113,assert(master[i].AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_lite_xbar.sv,114,assert(master[i].AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_lite_xbar.sv,121,assert(slave[i].AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_lite_xbar.sv,122,assert(slave[i].AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_join.sv,23,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_join.sv,24,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_join.sv,25,assert(in.AXI_ID_WIDTH <= out.AXI_ID_WIDTH );,1
axi_join.sv,26,assert(in.AXI_USER_WIDTH == out.AXI_USER_WIDTH);,1
axi_lite_cut.sv,35,assert(ADDR_WIDTH >= 0);,1
axi_lite_cut.sv,36,assert(DATA_WIDTH >= 0);,1
axi_lite_cut.sv,37,assert(in.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_lite_cut.sv,38,assert(in.AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_lite_cut.sv,39,assert(out.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_lite_cut.sv,40,assert(out.AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_lite_join.sv,23,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
