file_name,line_number,assertion_code,line_count
I3C_TOP_TB.sv,625,"assert property(EXIT_and_stop_pattern) $display(""%t EXIT_and_stop_pattern SUCCEEDED "",$time); else $display(""%t EXIT_and_stop_pattern FAILED "",$time);",3
tb_axi_atop_filter.sv,306,assert (downstream.ar_len == exp_beat.ax_len);,1
tb_axi_atop_filter.sv,307,assert (downstream.ar_size == exp_beat.ax_size);,1
tb_axi_atop_filter.sv,308,assert (downstream.ar_burst == exp_beat.ax_burst);,1
tb_axi_atop_filter.sv,309,assert (downstream.ar_cache == exp_beat.ax_cache);,1
tb_axi_atop_filter.sv,310,assert (downstream.ar_prot == exp_beat.ax_prot);,1
tb_axi_atop_filter.sv,311,assert (downstream.ar_qos == exp_beat.ax_qos);,1
tb_axi_atop_filter.sv,312,assert (downstream.ar_region == exp_beat.ax_region);,1
tb_axi_atop_filter.sv,313,assert (downstream.ar_user == exp_beat.ax_user);,1
tb_axi_atop_filter.sv,320,assert (downstream.aw_id == exp_beat.ax_id);,1
tb_axi_atop_filter.sv,321,assert (downstream.aw_addr == exp_beat.ax_addr);,1
tb_axi_atop_filter.sv,322,assert (downstream.aw_len == exp_beat.ax_len);,1
tb_axi_atop_filter.sv,323,assert (downstream.aw_size == exp_beat.ax_size);,1
tb_axi_atop_filter.sv,324,assert (downstream.aw_burst == exp_beat.ax_burst);,1
tb_axi_atop_filter.sv,325,assert (downstream.aw_cache == exp_beat.ax_cache);,1
tb_axi_atop_filter.sv,326,assert (downstream.aw_prot == exp_beat.ax_prot);,1
tb_axi_atop_filter.sv,327,assert (downstream.aw_qos == exp_beat.ax_qos);,1
tb_axi_atop_filter.sv,328,assert (downstream.aw_region == exp_beat.ax_region);,1
tb_axi_atop_filter.sv,329,assert (downstream.aw_user == exp_beat.ax_user);,1
tb_axi_atop_filter.sv,335,assert (act_beat.w_data == exp_beat.w_data);,1
tb_axi_atop_filter.sv,336,assert (act_beat.w_strb == exp_beat.w_strb);,1
tb_axi_atop_filter.sv,337,assert (act_beat.w_last == exp_beat.w_last);,1
tb_axi_atop_filter.sv,338,assert (act_beat.w_user == exp_beat.w_user);,1
tb_axi_atop_filter.sv,343,assert (downstream.w_data == exp_beat.w_data);,1
tb_axi_atop_filter.sv,344,assert (downstream.w_strb == exp_beat.w_strb);,1
tb_axi_atop_filter.sv,345,assert (downstream.w_last == exp_beat.w_last);,1
tb_axi_atop_filter.sv,346,assert (downstream.w_user == exp_beat.w_user);,1
tb_axi_atop_filter.sv,366,assert (upstream.r_id == exp_beat.r_id);,1
tb_axi_atop_filter.sv,367,assert (upstream.r_data == exp_beat.r_data);,1
tb_axi_atop_filter.sv,368,assert (upstream.r_resp == exp_beat.r_resp);,1
tb_axi_atop_filter.sv,369,assert (upstream.r_last == exp_beat.r_last);,1
tb_axi_atop_filter.sv,370,assert (upstream.r_user == exp_beat.r_user);,1
tb_axi_atop_filter.sv,382,assert (upstream.b_id == exp_beat.b_id);,1
tb_axi_atop_filter.sv,383,assert (upstream.b_resp == exp_beat.b_resp);,1
tb_axi_atop_filter.sv,384,assert (upstream.b_user == exp_beat.b_user);,1
tb_axi_bus_compare.sv,291,assert(b_beat.b_resp == axi_pkg::RESP_OKAY);,1
tb_axi_slave_compare.sv,222,assert(b_beat.b_resp == axi_pkg::RESP_OKAY);,1
tb_axi_lite_dw_converter.sv,332,assert (master_req == slave_req);,1
tb_axi_lite_dw_converter.sv,333,assert (master_res == slave_res);,1
tb_axi_sim_mem.sv,119,assert(b_beat.b_resp == axi_pkg::RESP_OKAY);,1
tb_axi_addr_test.sv,240,"assume (mode inside {axi_pkg::BURST_FIXED, axi_pkg::BURST_INCR, axi_pkg::BURST_WRAP});",1
cdc_fifo_2phase.sv,67,assert(LOG_DEPTH > 0);,1
cdc_2phase_tb.sv,77,assert(tck_src > 0);,1
cdc_2phase_tb.sv,103,assert(tck_dst > 0);,1
cdc_fifo_clearable_tb.sv,88,assert(tck_src > 0);,1
cdc_fifo_clearable_tb.sv,114,assert(tck_dst > 0);,1
rr_arb_tree_tb.sv,239,assert(exp_data === data_oup);,1
cdc_2phase_clearable_tb.sv,87,assert(tck_src > 0);,1
cdc_2phase_clearable_tb.sv,113,assert(tck_dst > 0);,1
cdc_fifo_tb.sv,81,assert(tck_src > 0);,1
cdc_fifo_tb.sv,107,assert(tck_dst > 0);,1
graycode_tb.sv,24,assert(a == c);,1
find_first_one.sv,31,assert(WIDTH >= 0);,1
rvfi_csrc_inc_check.sv,74,assume(csr_read_shadowed);,1
rvfi_csrc_inc_check.sv,82,assume(csr_insn_wdata[`RISCV_FORMAL_XLEN-1] == 0);,1
rvfi_bus_dmem_io_write_check.sv,100,cover (1);,1
rvfi_bus_dmem_io_write_check.sv,101,assert (bus_write_seen);,1
rvfi_csrc_upcnt_check.sv,72,assume(csr_read_shadowed);,1
rvfi_csrc_upcnt_check.sv,74,assert(csr_insn_rdata > rdata_shadow);,1
rvfi_csrc_upcnt_check.sv,78,assume(csr_insn_rdata[31:0] < 'h F000_0000); // no overflow rdata_shadow = csr_insn_rdata;,2
rvfi_bus_dmem_check.sv,65,assume (bus_rdata[i*8 +: 8] == bus_shadow[j*8 +: 8]);,1
rvfi_bus_dmem_check.sv,74,assume (!rvfi_bus_fault[channel_idx]);,1
rvfi_bus_dmem_check.sv,87,cover (1);,1
rvfi_bus_dmem_check.sv,88,assert (dmem_shadow[i*8 +: 8] == rvfi_mem_rdata[i*8 +: 8]);,1
rvfi_causal_mem_check.sv,67,assume (rvfi_valid[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_causal_mem_check.sv,68,assume (writes_check_addr);,1
rvfi_causal_mem_check.sv,69,assume (insn_order == rvfi_order[64*`RISCV_FORMAL_CHANNEL_IDX +: 64]);,1
rvfi_causal_mem_check.sv,70,cover (1);,1
rvfi_causal_mem_check.sv,71,assert (!found_non_causal);,1
rvfi_dmem_check.sv,37,assert(dmem_shadow[i*8 +: 8] == rvfi_mem_rdata[i*8 +: 8]);,1
rvfi_liveness_check.sv,33,assume(rvfi_valid[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_liveness_check.sv,34,assume(!rvfi_halt[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_liveness_check.sv,35,assume(insn_order == rvfi_order[64*`RISCV_FORMAL_CHANNEL_IDX +: 64]);,1
rvfi_liveness_check.sv,38,assert(found_next_insn);,1
rvfi_fault_check.sv,66,assume(valid);,1
rvfi_fault_check.sv,69,assert (trap);,1
rvfi_fault_check.sv,70,assert (rd_addr == 0);,1
rvfi_fault_check.sv,71,assert (rd_wdata == 0);,1
rvfi_fault_check.sv,72,assert (mem_wmask == 0);,1
rvfi_fault_check.sv,74,cover (rfault);,1
rvfi_fault_check.sv,75,cover (wfault);,1
rvfi_fault_check.sv,76,cover (ifault);,1
rvfi_fault_check.sv,79,assert (insn == 0);,1
rvfi_fault_check.sv,81,assert (insn != 0);,1
rvfi_fault_check.sv,86,assert (&csr_mcause_wmask);,1
rvfi_fault_check.sv,87,assert (csr_mcause_wdata == 7);,1
rvfi_fault_check.sv,89,assert (&csr_mcause_wmask);,1
rvfi_fault_check.sv,90,assert (csr_mcause_wdata == 5);,1
rvfi_fault_check.sv,92,assert (&csr_mcause_wmask);,1
rvfi_fault_check.sv,93,assert (csr_mcause_wdata == 1);,1
rvfi_fault_check.sv,98,assert (mem_fault_rmask == 0);,1
rvfi_fault_check.sv,99,assert (mem_fault_wmask == 0);,1
rvfi_bus_dmem_io_write_fault_check.sv,96,cover (1);,1
rvfi_bus_dmem_io_write_fault_check.sv,97,assert (bus_write_seen);,1
rvfi_imem_check.sv,41,assert(insn[15:0] == imem_data);,1
rvfi_imem_check.sv,44,assert(insn[31:16] == imem_data);,1
rvfi_reg_check.sv,38,assume(rvfi_valid[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_reg_check.sv,39,assume(insn_order == rvfi_order[64*`RISCV_FORMAL_CHANNEL_IDX +: 64]);,1
rvfi_reg_check.sv,42,assert(register_shadow == rvfi_rs1_rdata[`RISCV_FORMAL_CHANNEL_IDX*`RISCV_FORMAL_XLEN +: `RISCV_FORMAL_XLEN]);,1
rvfi_reg_check.sv,44,assert(register_shadow == rvfi_rs2_rdata[`RISCV_FORMAL_CHANNEL_IDX*`RISCV_FORMAL_XLEN +: `RISCV_FORMAL_XLEN]);,1
rvfi_bus_imem_fault_check.sv,44,assume (rvfi_bus_fault[channel_idx]);,1
rvfi_bus_imem_fault_check.sv,47,cover (rvfi_bus_fault[channel_idx]);,1
rvfi_bus_imem_fault_check.sv,57,cover (1);,1
rvfi_bus_imem_fault_check.sv,58,assert (rvfi_trap[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_bus_imem_fault_check.sv,59,assert (insn == 0);,1
rvfi_bus_imem_fault_check.sv,61,assert (rvfi_mem_fault[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_bus_imem_fault_check.sv,66,cover (1);,1
rvfi_bus_imem_fault_check.sv,67,assert (rvfi_trap[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_bus_imem_fault_check.sv,68,assert (insn == 0);,1
rvfi_bus_imem_fault_check.sv,70,assert (rvfi_mem_fault[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_causal_io_check.sv,66,assume (rvfi_valid[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_causal_io_check.sv,67,assume (performs_io);,1
rvfi_causal_io_check.sv,68,assume (insn_order == rvfi_order[64*`RISCV_FORMAL_CHANNEL_IDX +: 64]);,1
rvfi_causal_io_check.sv,69,cover (1);,1
rvfi_causal_io_check.sv,70,assert (!found_non_causal);,1
rvfi_causal_check.sv,36,assume(register_index != 0);,1
rvfi_causal_check.sv,37,assume(rvfi_valid[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_causal_check.sv,39,assume(insn_order == rvfi_order[64*`RISCV_FORMAL_CHANNEL_IDX +: 64]);,1
rvfi_causal_check.sv,40,assert(!found_non_causal);,1
rvfi_unique_check.sv,34,assume(rvfi_valid[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_unique_check.sv,35,assume(insn_order == rvfi_order[64*`RISCV_FORMAL_CHANNEL_IDX +: 64]);,1
rvfi_unique_check.sv,38,assert(!found_other_insn);,1
rvfi_pc_fwd_check.sv,38,assume(rvfi_valid[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_pc_fwd_check.sv,39,assume(insn_order == rvfi_order[64*`RISCV_FORMAL_CHANNEL_IDX +: 64]);,1
rvfi_csrc_hpm_check.sv,67,assume (csr_insn_rdata == `RISCV_FORMAL_CSRC_HPMEVENT);,1
rvfi_csrc_hpm_check.sv,69,cover (hpmcounter_rdata > csr_hpmcounter_shadow);,1
rvfi_csrw_check.sv,133,assume (csr_insn_valid);,1
rvfi_csrw_check.sv,134,assume (csr_insn_addr != csr_none);,1
rvfi_csrw_check.sv,148,assert (rvfi.trap);,1
rvfi_csrw_check.sv,149,assert (rvfi.rd_addr == 0);,1
rvfi_csrw_check.sv,150,assert (rvfi.rd_wdata == 0);,1
rvfi_csrw_check.sv,152,assert (!rvfi.trap);,1
rvfi_csrw_check.sv,153,assert (rvfi.rd_addr == rvfi.insn[11:7]);,1
rvfi_csrw_check.sv,157,assert (rvfi.rd_wdata == 0);,1
rvfi_csrw_check.sv,159,assert (csr_insn_rmask == {`RISCV_FORMAL_XLEN{1'b1}});,1
rvfi_csrw_check.sv,160,assert (csr_insn_rdata == rvfi.rd_wdata);,1
rvfi_csrw_check.sv,169,assert (csr_insn_changed_full[31:0] == 0);,1
rvfi_csrw_check.sv,171,assert (csr_insn_changed_full[63:32] == 0);,1
rvfi_csrw_check.sv,176,assert (rvfi.mem_wmask == 0);,1
rvfi_bus_dmem_io_read_check.sv,98,cover (1);,1
rvfi_bus_dmem_io_read_check.sv,99,assert (bus_read_seen);,1
rvfi_insn_check.sv,135,cover(spec_valid);,1
rvfi_insn_check.sv,136,cover(spec_valid && !trap);,1
rvfi_insn_check.sv,137,cover(check && spec_valid);,1
rvfi_insn_check.sv,138,cover(check && spec_valid && !trap);,1
rvfi_insn_check.sv,141,assume(spec_valid);,1
rvfi_insn_check.sv,144,assert(trap);,1
rvfi_insn_check.sv,145,assert(rd_addr == 0);,1
rvfi_insn_check.sv,146,assert(rd_wdata == 0);,1
rvfi_insn_check.sv,147,assert(mem_wmask == 0);,1
rvfi_insn_check.sv,150,assert(mem_rmask == 0);,1
rvfi_insn_check.sv,151,assert(spec_mem_wmask || spec_mem_rmask);,1
rvfi_insn_check.sv,154,assert(mem_fault_wmask == spec_mem_wmask);,1
rvfi_insn_check.sv,164,assert(rs1_rdata == 0);,1
rvfi_insn_check.sv,167,assert(rs2_rdata == 0);,1
rvfi_insn_check.sv,171,assert(spec_rs1_addr == rs1_addr);,1
rvfi_insn_check.sv,174,assert(spec_rs2_addr == rs2_addr);,1
rvfi_insn_check.sv,176,assert(spec_rd_addr == rd_addr);,1
rvfi_insn_check.sv,177,assert(spec_rd_wdata == rd_wdata);,1
rvfi_insn_check.sv,186,assert(mem_wmask[i]);,1
rvfi_insn_check.sv,187,assert(spec_mem_wdata[i*8 +: 8] == mem_wdata[i*8 +: 8]);,1
rvfi_insn_check.sv,189,assert(mem_rmask[i]);,1
rvfi_insn_check.sv,190,assert(mem_rdata[i*8 +: 8] == mem_wdata[i*8 +: 8]);,1
rvfi_insn_check.sv,193,assert(mem_rmask[i]);,1
rvfi_insn_check.sv,198,assert(spec_trap == trap);,1
rvfi_bus_dmem_fault_check.sv,63,assume (rvfi_bus_fault[channel_idx]);,1
rvfi_bus_dmem_fault_check.sv,66,assume (rvfi_bus_fault[channel_idx]);,1
rvfi_bus_dmem_fault_check.sv,72,cover (rvfi_bus_fault[channel_idx]);,1
rvfi_bus_dmem_fault_check.sv,91,cover (1);,1
rvfi_bus_dmem_fault_check.sv,94,assert (!mem_rmask[i]);,1
rvfi_bus_dmem_fault_check.sv,95,assert (!mem_wmask[i]);,1
rvfi_bus_dmem_fault_check.sv,98,cover (mem_fault_rmask[i]);,1
rvfi_bus_dmem_fault_check.sv,99,cover (mem_fault_wmask[i]);,1
rvfi_bus_dmem_fault_check.sv,101,assert (rvfi_mem_fault[channel_idx]);,1
rvfi_bus_dmem_io_order_check.sv,105,cover (1);,1
rvfi_bus_dmem_io_order_check.sv,145,cover (1);,1
rvfi_bus_dmem_io_order_check.sv,146,assert (bus_seq_seen);,1
rvfi_bus_imem_check.sv,51,assume (imem_data[j*8 +: 8] == bus_rdata[i*8 +: 8]);,1
rvfi_bus_imem_check.sv,55,assume (!rvfi_bus_fault[channel_idx]);,1
rvfi_bus_imem_check.sv,67,cover (1);,1
rvfi_bus_imem_check.sv,68,assert (insn[15:0] == imem_data);,1
rvfi_bus_imem_check.sv,72,cover (1);,1
rvfi_bus_imem_check.sv,73,assert (insn[31:16] == imem_data);,1
rvfi_csr_ill_check.sv,29,assume (csr_insn_valid);,1
rvfi_csr_ill_check.sv,30,assume (csr_insn_addr == `RISCV_FORMAL_ILL_CSR_ADDR);,1
rvfi_csr_ill_check.sv,54,assert (rvfi.trap);,1
rvfi_csrc_zero_check.sv,73,assert(csr_insn_rdata == 0);,1
rvfi_csrc_zero_check.sv,74,assume(wdata_shadow != 0);,1
rvfi_csrc_zero_check.sv,79,assume(csr_mode == 0 || csr_mode == 1);,1
rvfi_csrc_const_check.sv,72,assert(csr_insn_rdata == `RISCV_FORMAL_CSRC_CONSTVAL);,1
rvfi_csrc_any_check.sv,84,assert(rsval_shadow == csr_insn_rdata || csr_insn_rdata == wdata_shadow);,1
rvfi_csrc_any_check.sv,85,assert(rsval_shadow == wdata_shadow);,1
rvfi_pc_bwd_check.sv,38,assume(rvfi_valid[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_pc_bwd_check.sv,39,assume(insn_order == rvfi_order[64*`RISCV_FORMAL_CHANNEL_IDX +: 64]);,1
rvfi_bus_dmem_io_read_fault_check.sv,88,cover (1);,1
rvfi_bus_dmem_io_read_fault_check.sv,89,assert (bus_read_seen);,1
rvfi_hang_check.sv,31,assert(okay);,1
rvfi_hang_check.sv,36,assume(!rvfi_halt[channel_idx]);,1
rvfi_ill_check.sv,46,cover(!reset && check && valid && insn == 0);,1
rvfi_ill_check.sv,48,assume(valid);,1
rvfi_ill_check.sv,49,assume(insn == 0);,1
rvfi_ill_check.sv,50,assert(trap);,1
rvfi_ill_check.sv,51,assert(rd_addr == 0);,1
rvfi_ill_check.sv,52,assert(rd_wdata == 0);,1
rvfi_ill_check.sv,53,assert(mem_wmask == 0);,1
tb.sv,270,assert (a_count <= max_transfers);,1
tb.sv,283,assert (b_count <= max_transfers);,1
tb.sv,272,assert (a_count <= max_transfers);,1
tb.sv,285,assert (b_count <= max_transfers);,1
cv32e40p_aligner.sv,243,assert property (p_hwlp_update_pc);,1
cv32e40p_aligner.sv,248,assert property (p_hwlp_update_pc);,1
cv32e40p_if_stage.sv,293,assert property (p_pc_mux_0);,1
cv32e40p_if_stage.sv,298,assert property (p_pc_mux_0);,1
cv32e40p_if_stage.sv,307,assert property (p_pc_mux_1);,1
cv32e40p_if_stage.sv,312,assert property (p_pc_mux_1);,1
cv32e40p_load_store_unit.sv,501,assert property (p_no_error);,1
cv32e40p_load_store_unit.sv,506,assert property (p_no_error);,1
cv32e40p_load_store_unit.sv,509,assert property (p_no_transaction_count_overflow_0);,1
cv32e40p_load_store_unit.sv,514,assert property (p_no_transaction_count_overflow_0);,1
cv32e40p_load_store_unit.sv,516,assert property (p_no_transaction_count_overflow_1);,1
cv32e40p_load_store_unit.sv,521,assert property (p_no_transaction_count_overflow_1);,1
cv32e40p_load_store_unit.sv,524,assert property (p_no_spurious_rvalid);,1
cv32e40p_load_store_unit.sv,529,assert property (p_no_spurious_rvalid);,1
cv32e40p_load_store_unit.sv,532,assert property (p_address_phase_signals_defined);,1
cv32e40p_load_store_unit.sv,545,assert property (p_address_phase_signals_defined);,1
cv32e40p_sleep_unit.sv,168,assert property (p_clock_en_0);,1
cv32e40p_sleep_unit.sv,173,assert property (p_clock_en_0);,1
cv32e40p_sleep_unit.sv,176,assert property (p_clock_en_1);,1
cv32e40p_sleep_unit.sv,181,assert property (p_clock_en_1);,1
cv32e40p_sleep_unit.sv,184,assert property (p_clock_en_2);,1
cv32e40p_sleep_unit.sv,189,assert property (p_clock_en_2);,1
cv32e40p_sleep_unit.sv,195,assert property (p_clock_en_3);,1
cv32e40p_sleep_unit.sv,200,assert property (p_clock_en_3);,1
cv32e40p_sleep_unit.sv,203,assert property (p_only_sleep_during_p_elw);,1
cv32e40p_sleep_unit.sv,208,assert property (p_only_sleep_during_p_elw);,1
cv32e40p_sleep_unit.sv,212,assert property (p_full_clock_en_control);,1
cv32e40p_sleep_unit.sv,217,assert property (p_full_clock_en_control);,1
cv32e40p_sleep_unit.sv,222,assert property (p_clock_en_4);,1
cv32e40p_sleep_unit.sv,227,assert property (p_clock_en_4);,1
cv32e40p_sleep_unit.sv,230,assert property (p_clock_en_5);,1
cv32e40p_sleep_unit.sv,235,assert property (p_clock_en_5);,1
cv32e40p_sleep_unit.sv,238,assert property (p_core_sleep);,1
cv32e40p_sleep_unit.sv,243,assert property (p_core_sleep);,1
cv32e40p_sleep_unit.sv,246,assert property (p_non_busy);,1
cv32e40p_sleep_unit.sv,251,assert property (p_non_busy);,1
cv32e40p_sleep_unit.sv,254,assert property (p_gate_clk_i);,1
cv32e40p_sleep_unit.sv,259,assert property (p_gate_clk_i);,1
cv32e40p_sleep_unit.sv,262,assert property (p_gate_clock_during_sleep);,1
cv32e40p_sleep_unit.sv,267,assert property (p_gate_clock_during_sleep);,1
cv32e40p_sleep_unit.sv,270,assert property (p_only_sleep_for_wfi);,1
cv32e40p_sleep_unit.sv,277,assert property (p_only_sleep_for_wfi);,1
cv32e40p_sleep_unit.sv,280,assert property (p_not_busy_during_sleep);,1
cv32e40p_sleep_unit.sv,285,assert property (p_not_busy_during_sleep);,1
cv32e40p_core.sv,1130,assume property (p_env_req_0);,1
cv32e40p_core.sv,1137,assume property (p_env_req_0);,1
cv32e40p_core.sv,1140,assume property (p_env_req_1);,1
cv32e40p_core.sv,1145,assume property (p_env_req_1);,1
cv32e40p_core.sv,1157,assert property (p_irq_enabled_0);,1
cv32e40p_core.sv,1163,assert property (p_irq_enabled_0);,1
cv32e40p_core.sv,1166,assert property (p_irq_enabled_1);,1
cv32e40p_core.sv,1172,assert property (p_irq_enabled_1);,1
cv32e40p_core.sv,1252,assert property (p_illegal_mepc);,1
cv32e40p_core.sv,1257,assert property (p_illegal_mepc);,1
cv32e40p_core.sv,1260,assert property (p_ecall_mepc);,1
cv32e40p_core.sv,1265,assert property (p_ecall_mepc);,1
cv32e40p_core.sv,1268,assert property (p_ebrk_mepc);,1
cv32e40p_core.sv,1273,assert property (p_ebrk_mepc);,1
cv32e40p_prefetch_buffer.sv,194,assert property (p_fifo_depth_gt_1);,1
cv32e40p_prefetch_buffer.sv,199,assert property (p_fifo_depth_gt_1);,1
cv32e40p_prefetch_buffer.sv,202,assert property (p_branch_halfword_aligned);,1
