file_name,line_number,assertion_code,line_count
muldivlen.sv,92,cover (values_ok && job_len == 34);,1
muldivlen.sv,93,cover (values_ok && job_len == 35);,1
muldivlen.sv,94,cover (values_ok && job_len == 36);,1
muldivlen.sv,95,assert (34 <= job_len && job_len <= 36);,1
muldivlen.sv,98,cover (values_ok && job_len == 34);,1
muldivlen.sv,99,assert (job_len == 34);,1
muldivlen.sv,102,cover (values_ok && job_len == 34);,1
muldivlen.sv,103,cover (values_ok && job_len == 35);,1
muldivlen.sv,104,cover (values_ok && job_len == 36);,1
muldivlen.sv,105,assert (34 <= job_len && job_len <= 36);,1
muldivlen.sv,108,cover (values_ok && job_len == 34);,1
muldivlen.sv,109,assert (job_len == 34);,1
muldivlen.sv,115,assume (job_len == 0);,1
complete.sv,76,assert(spec_valid && !spec_trap);,1
imemcheck.sv,35,assume(mem_rdata[15:0] == imem_data);,1
imemcheck.sv,37,assume(mem_rdata[31:16] == imem_data);,1
wrapper.sv,42,assume (~mem_wait || trap);,1
wrapper.sv,52,assume (rvfi_insn[19:15] == 0);,1
wrapper.sv,54,assume (rvfi_insn[14:12] != 3'b001);,1
wrapper.sv,55,assume (rvfi_insn[14:12] != 3'b011);,1
wrapper.sv,56,assume (rvfi_insn[14:12] != 3'b101);,1
wrapper.sv,57,assume (rvfi_insn[14:12] != 3'b110);,1
wrapper.sv,58,assume (rvfi_insn[14:12] != 3'b111);,1
honest.sv,48,assume (mem_rdata == monitor_insn);,1
cover.sv,59,cover property (count_dmemrd);,1
cover.sv,60,cover property (count_dmemwr);,1
cover.sv,61,cover property (count_longinsn);,1
cover.sv,62,cover property (count_comprinsn);,1
cover.sv,64,cover property (count_dmemrd >= 1 && count_dmemwr >= 1 && count_longinsn >= 1 && count_comprinsn >= 1);,1
cover.sv,65,cover property (count_dmemrd >= 2 && count_dmemwr >= 2 && count_longinsn >= 2 && count_comprinsn >= 2);,1
cover.sv,66,cover property (count_dmemrd >= 3 && count_dmemwr >= 2 && count_longinsn >= 2 && count_comprinsn >= 2);,1
cover.sv,67,cover property (count_dmemrd >= 2 && count_dmemwr >= 3 && count_longinsn >= 2 && count_comprinsn >= 2);,1
cover.sv,68,cover property (count_dmemrd >= 2 && count_dmemwr >= 2 && count_longinsn >= 3 && count_comprinsn >= 2);,1
cover.sv,69,cover property (count_dmemrd >= 2 && count_dmemwr >= 2 && count_longinsn >= 2 && count_comprinsn >= 3);,1
dmemcheck.sv,42,assume(dmem_data == mem_rdata);,1
wrapper.sv,44,assume (!ibus_ack);,1
wrapper.sv,47,assume (!ibus_ack);,1
wrapper.sv,54,assume (!dbus_ack);,1
wrapper.sv,57,assume (!dbus_ack);,1
wrapper.sv,75,assume (!timeout_ibus[2]);,1
wrapper.sv,76,assume (!timeout_dbus[2]);,1
cover.sv,17,cover (rvfi_valid);,1
top.sv,37,assume (pc[1:0] == 0);,1
top.sv,115,assert ( nx1 == x1);,1
top.sv,116,assert ( nx2 == x2);,1
top.sv,117,assert ( nx3 == x3);,1
top.sv,118,assert ( nx4 == x4);,1
top.sv,119,assert ( nx5 == x5);,1
top.sv,120,assert ( nx6 == x6);,1
top.sv,121,assert ( nx7 == x7);,1
top.sv,122,assert ( nx8 == x8);,1
top.sv,123,assert ( nx9 == x9);,1
top.sv,124,assert (nx10 == x10);,1
top.sv,125,assert (nx11 == x11);,1
top.sv,126,assert (nx12 == x12);,1
top.sv,127,assert (nx13 == x13);,1
top.sv,128,assert (nx14 == x14);,1
top.sv,129,assert (nx15 == x15);,1
top.sv,130,assert (nx16 == x16);,1
top.sv,131,assert (nx17 == x17);,1
top.sv,132,assert (nx18 == x18);,1
top.sv,133,assert (nx19 == x19);,1
top.sv,134,assert (nx20 == x20);,1
top.sv,135,assert (nx21 == x21);,1
top.sv,136,assert (nx22 == x22);,1
top.sv,137,assert (nx23 == x23);,1
top.sv,138,assert (nx24 == x24);,1
top.sv,139,assert (nx25 == x25);,1
top.sv,140,assert (nx26 == x26);,1
top.sv,141,assert (nx27 == x27);,1
top.sv,142,assert (nx28 == x28);,1
top.sv,143,assert (nx29 == x29);,1
top.sv,144,assert (nx30 == x30);,1
top.sv,145,assert (nx31 == x31);,1
top.sv,146,assert (npc == 32'h0);,1
top.sv,147,assert (ren == 1'b0);,1
top.sv,148,assert (wen == 1'b0);,1
top.sv,149,assert (excep);,1
top.sv,182,assert (npc == spec_pc_wdata);,1
top.sv,183,assert (ren == spec_mem_rmask);,1
top.sv,184,assert (wen == spec_mem_wmask);,1
top.sv,186,assert (raddr == spec_mem_addr);,1
top.sv,189,assert (waddr == spec_mem_addr);,1
top.sv,195,assert (!excep);,1
coverage.sv,23,assert(riscv_rv32i_valid == |insn_valid_rv32i);,1
coverage.sv,24,assert(riscv_rv32ic_valid == |insn_valid_rv32ic);,1
coverage.sv,50,assert(riscv_rv64i_valid == |insn_valid_rv64i);,1
coverage.sv,51,assert(riscv_rv64ic_valid == |insn_valid_rv64ic);,1
cdc_fifo_2phase.sv,44,assert(LOG_DEPTH > 0);,1
find_first_one.sv,31,assert(WIDTH >= 0);,1
axi_join.sv,28,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_join.sv,29,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_join.sv,30,assert(in.AXI_ID_WIDTH <= out.AXI_ID_WIDTH );,1
axi_join.sv,31,assert(in.AXI_USER_WIDTH == out.AXI_USER_WIDTH);,1
axi_lite_join.sv,28,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_lite_join.sv,29,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_modify_address.sv,155,assert(AXI_SLV_PORT_ADDR_WIDTH > 0);,1
axi_modify_address.sv,156,assert(AXI_MST_PORT_ADDR_WIDTH > 0);,1
axi_modify_address.sv,157,assert(AXI_DATA_WIDTH > 0);,1
axi_modify_address.sv,158,assert(AXI_ID_WIDTH > 0);,1
axi_multicut.sv,83,assert(NoCuts >= 0);,1
axi_lite_to_axi.sv,107,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_lite_to_axi.sv,108,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_lite_to_axi.sv,109,assert(AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
cdc_fifo_2phase.sv,44,assert(LOG_DEPTH > 0);,1
find_first_one.sv,31,assert(WIDTH >= 0);,1
axi_join.sv,28,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_join.sv,29,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_join.sv,30,assert(in.AXI_ID_WIDTH <= out.AXI_ID_WIDTH );,1
axi_join.sv,31,assert(in.AXI_USER_WIDTH == out.AXI_USER_WIDTH);,1
axi_lite_join.sv,28,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_lite_join.sv,29,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_modify_address.sv,155,assert(AXI_SLV_PORT_ADDR_WIDTH > 0);,1
axi_modify_address.sv,156,assert(AXI_MST_PORT_ADDR_WIDTH > 0);,1
axi_modify_address.sv,157,assert(AXI_DATA_WIDTH > 0);,1
axi_modify_address.sv,158,assert(AXI_ID_WIDTH > 0);,1
axi_multicut.sv,83,assert(NoCuts >= 0);,1
axi_lite_to_axi.sv,107,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_lite_to_axi.sv,108,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_lite_to_axi.sv,109,assert(AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
CHECKER.sv,187,"assert property(ASSERT_1) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 1 is violated ""); $display(""%0s"", reset_color); $fatal; end",1
CHECKER.sv,191,"assert property(ASSERT_1) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 1 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_2_Index_Check) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 2 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_2_Update) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 2 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_2_Check_Valid_Date) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 2 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_3) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 3 is violated ""); $display(""%0s"", reset_color); $fatal; end",5
CHECKER.sv,200,"assert property(ASSERT_1) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 1 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_2_Index_Check) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 2 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_2_Update) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 2 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_2_Check_Valid_Date) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 2 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_3) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 3 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_4_Index_Check) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 4 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_4_Update) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 4 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_4_Check_Valid_Date) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 4 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_5_action) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 5 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_5_formula) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 5 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_5_mode) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 5 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_5_date) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 5 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_5_data_no) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 5 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_5_index) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 5 is violated ""); $display(""%0s"", reset_color); $fatal; end",14
CHECKER.sv,187,"assert property(ASSERT_1) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 1 is violated ""); $display(""%0s"", reset_color); $fatal; end",1
CHECKER.sv,191,"assert property(ASSERT_1) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 1 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_2_Index_Check) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 2 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_2_Update) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 2 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_2_Check_Valid_Date) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 2 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_3) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 3 is violated ""); $display(""%0s"", reset_color); $fatal; end",5
CHECKER.sv,200,"assert property(ASSERT_1) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 1 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_2_Index_Check) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 2 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_2_Update) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 2 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_2_Check_Valid_Date) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 2 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_3) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 3 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_4_Index_Check) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 4 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_4_Update) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 4 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_4_Check_Valid_Date) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 4 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_5_action) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 5 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_5_formula) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 5 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_5_mode) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 5 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_5_date) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 5 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_5_data_no) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 5 is violated ""); $display(""%0s"", reset_color); $fatal; end assert property(ASSERT_5_index) else begin $display(""%0s"", txt_red_prefix); $display("" Assertion 5 is violated ""); $display(""%0s"", reset_color); $fatal; end",14
noc_if.sv,108,assert(VC_W > 0);,1
noc_if.sv,109,assert(X_W > 0);,1
noc_if.sv,110,assert(Y_W > 0);,1
DatapathPipelined.sv,254,assert (pc_to_imem[1:0] == 2'b00);,1
DatapathPipelined.sv,255,assert (addr_to_dmem[1:0] == 2'b00);,1
DatapathMultiCycle.sv,89,assert (pc_to_imem[1:0] == 2'b00);,1
DatapathMultiCycle.sv,90,assert (addr_to_dmem[1:0] == 2'b00);,1
DatapathAxilMemory.sv,126,assert (!insn.ARVALID || insn.ARADDR[1:0] == 2'b00);,1
DatapathAxilMemory.sv,127,assert (!data.ARVALID || data.ARADDR[1:0] == 2'b00);,1
DatapathAxilMemory.sv,128,assert (!data.AWVALID || data.AWADDR[1:0] == 2'b00);,1
DatapathAxilMemory.sv,130,assert (insn.ARPROT == 3'd0);,1
DatapathAxilMemory.sv,131,assert (data.ARPROT == 3'd0);,1
DatapathAxilMemory.sv,132,assert (data.AWPROT == 3'd0);,1
DatapathAxilMemory.sv,352,assert (pc_to_imem[1:0] == 2'b00);,1
DatapathAxilMemory.sv,353,assert (addr_to_dmem[1:0] == 2'b00);,1
DatapathSingleCycle.sv,247,assert (pc_to_imem[1:0] == 2'b00);,1
DatapathSingleCycle.sv,248,assert (addr_to_dmem[1:0] == 2'b00);,1
DatapathPipelined.sv,254,assert (pc_to_imem[1:0] == 2'b00);,1
DatapathPipelined.sv,255,assert (addr_to_dmem[1:0] == 2'b00);,1
DatapathAxilMemory.sv,126,assert (!insn.ARVALID || insn.ARADDR[1:0] == 2'b00);,1
DatapathAxilMemory.sv,127,assert (!data.ARVALID || data.ARADDR[1:0] == 2'b00);,1
DatapathAxilMemory.sv,128,assert (!data.AWVALID || data.AWADDR[1:0] == 2'b00);,1
DatapathAxilMemory.sv,130,assert (insn.ARPROT == 3'd0);,1
DatapathAxilMemory.sv,131,assert (data.ARPROT == 3'd0);,1
DatapathAxilMemory.sv,132,assert (data.AWPROT == 3'd0);,1
DatapathAxilMemory.sv,352,assert (pc_to_imem[1:0] == 2'b00);,1
DatapathAxilMemory.sv,353,assert (addr_to_dmem[1:0] == 2'b00);,1
DatapathMultiCycle.sv,89,assert (pc_to_imem[1:0] == 2'b00);,1
DatapathMultiCycle.sv,90,assert (addr_to_dmem[1:0] == 2'b00);,1
DatapathSingleCycle.sv,247,assert (pc_to_imem[1:0] == 2'b00);,1
DatapathSingleCycle.sv,248,assert (addr_to_dmem[1:0] == 2'b00);,1
minilab_tb.sv,137,assert property(reset_clears_signals) else $error("Reset did not clear signals properly");,2
minilab_tb.sv,137,assert property(reset_clears_signals) else $error("Reset did not clear signals properly");,2
tb.sv,270,assert (a_count <= max_transfers);,1
tb.sv,283,assert (b_count <= max_transfers);,1
tb.sv,272,assert (a_count <= max_transfers);,1
tb.sv,285,assert (b_count <= max_transfers);,1
CHECKER_iclab081.sv,139,assert property (reset_check) else begin $error("Assertion 1 is violated");,3
CHECKER_iclab081.sv,170,assert property (complete_check) else begin $error("Assertion 3 is violated");,3
CHECKER_iclab081.sv,175,assert property (complete_check) else begin $error("Assertion 3 is violated");,3
CHECKER_iclab081.sv,180,assert property (complete_check) else begin $error("Assertion 3 is violated");,3
CHECKER_iclab081.sv,191,assert property (formula_valid_check) else begin $error("Assertion 4 is violated");,3
CHECKER_iclab081.sv,202,assert property (mode_valid_check) else begin $error("Assertion 4 is violated");,3
CHECKER_iclab081.sv,213,assert property (date_valid_check) else begin $error("Assertion 4 is violated");,3
CHECKER_iclab081.sv,224,assert property (data_no_valid_check) else begin $error("Assertion 4 is violated");,3
CHECKER_iclab081.sv,235,assert property (index_valid_check) else begin $error("Assertion 4 is violated");,3
CHECKER_iclab081.sv,246,assert property (overlap_check) else begin $error("Assertion 5 is violated");,3
CHECKER_iclab081.sv,257,assert property (out_valid_check) else begin $error("Assertion 6 is violated");,3
CHECKER_iclab081.sv,269,assert property (next_input_check) else begin $error("Assertion 7 is violated");,3
CHECKER_iclab081.sv,280,assert property (date_check) else begin $error("Assertion 8 is violated");,3
CHECKER_iclab081.sv,291,assert property (dram_check) else begin,2
CHECKER.sv,354,assert property (AssertSpec1) else assertion_violated("1");,1
axi_join.sv,552,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_join.sv,553,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_join.sv,554,assert(in.AXI_ID_WIDTH <= out.AXI_ID_WIDTH );,1
axi_join.sv,555,assert(in.AXI_USER_WIDTH == out.AXI_USER_WIDTH);,1
sram_mem.sv,55,assert(num_words*WidthBytes <= PreloadBufferSize);,1
ariane_pkg.sv,85,assert(Cfg.RASDepth > 0);,1
ariane_pkg.sv,88,assert(Cfg.NrNonIdempotentRules <= NrMaxRules);,1
ariane_pkg.sv,89,assert(Cfg.NrExecuteRegionRules <= NrMaxRules);,1
ariane_pkg.sv,90,assert(Cfg.NrCachedRegionRules <= NrMaxRules);,1
ariane_pkg.sv,91,assert(Cfg.NrPMPEntries <= 16);,1
picorv32.v,2109,restrict property (|last_mem_nowait || mem_ready || !mem_valid);,1
picorv32.v,2112,restrict property (resetn != $initstate);,1
picorv32.v,2122,assert (mem_wstrb == 0);,1
picorv32.v,2134,assert (ok);,1
picorv32.v,2152,assert(mem_valid);,1
