file_name,line_number,assertion_code,line_count
axi_lite_cut.sv,38,assert(in.AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_lite_cut.sv,39,assert(out.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_lite_cut.sv,40,assert(out.AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_lite_join.sv,23,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_lite_join.sv,24,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_to_axi_lite.sv,36,assert(NUM_PENDING_RD > 0);,1
axi_to_axi_lite.sv,37,assert(NUM_PENDING_WR > 0);,1
axi_to_axi_lite.sv,38,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_to_axi_lite.sv,39,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_lite_multicut.sv,37,assert(NUM_CUTS >= 0);,1
axi_cut.sv,48,assert(ADDR_WIDTH >= 0);,1
axi_cut.sv,49,assert(DATA_WIDTH >= 0);,1
axi_cut.sv,50,assert(ID_WIDTH >= 0);,1
axi_cut.sv,51,assert(USER_WIDTH >= 0);,1
axi_cut.sv,52,assert(in.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_cut.sv,53,assert(in.AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_cut.sv,54,assert(in.AXI_ID_WIDTH == ID_WIDTH);,1
axi_cut.sv,55,assert(in.AXI_USER_WIDTH == USER_WIDTH);,1
axi_cut.sv,56,assert(out.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_cut.sv,57,assert(out.AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_cut.sv,58,assert(out.AXI_ID_WIDTH == ID_WIDTH);,1
axi_cut.sv,59,assert(out.AXI_USER_WIDTH == USER_WIDTH);,1
axi_modify_address.sv,30,assert(ADDR_WIDTH_IN > 0);,1
axi_modify_address.sv,31,assert(ADDR_WIDTH_OUT > 0);,1
axi_multicut.sv,41,assert(NUM_CUTS >= 0);,1
axi_arbiter.sv,27,assert(NUM_REQ >= 0);,1
axi_arbiter.sv,28,assert(arb.NUM_REQ == NUM_REQ);,1
axi_arbiter.sv,78,assert(NUM_REQ >= 0);,1
axi_arbiter.sv,79,assert(ID_WIDTH >= 0);,1
axi_lite_to_axi.sv,22,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_lite_to_axi.sv,23,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
tb_axi_lite_xbar.sv,137,assert(rand_success);,1
tb_axi_lite_xbar.sv,160,assert(rand_success);,1
tb_axi_atop_filter.sv,471,assert (downstream.aw_atop == '0);,1
tb_axi_atop_filter.sv,569,assert (downstream.ar_id == exp_beat.ax_id);,1
tb_axi_atop_filter.sv,570,assert (downstream.ar_addr == exp_beat.ax_addr);,1
tb_axi_atop_filter.sv,571,assert (downstream.ar_len == exp_beat.ax_len);,1
tb_axi_atop_filter.sv,572,assert (downstream.ar_size == exp_beat.ax_size);,1
tb_axi_atop_filter.sv,573,assert (downstream.ar_burst == exp_beat.ax_burst);,1
tb_axi_atop_filter.sv,574,assert (downstream.ar_cache == exp_beat.ax_cache);,1
tb_axi_atop_filter.sv,575,assert (downstream.ar_prot == exp_beat.ax_prot);,1
tb_axi_atop_filter.sv,576,assert (downstream.ar_qos == exp_beat.ax_qos);,1
tb_axi_atop_filter.sv,577,assert (downstream.ar_region == exp_beat.ax_region);,1
tb_axi_atop_filter.sv,578,assert (downstream.ar_user == exp_beat.ax_user);,1
tb_axi_atop_filter.sv,585,assert (downstream.aw_id == exp_beat.ax_id);,1
tb_axi_atop_filter.sv,586,assert (downstream.aw_addr == exp_beat.ax_addr);,1
tb_axi_atop_filter.sv,587,assert (downstream.aw_len == exp_beat.ax_len);,1
tb_axi_atop_filter.sv,588,assert (downstream.aw_size == exp_beat.ax_size);,1
tb_axi_atop_filter.sv,589,assert (downstream.aw_burst == exp_beat.ax_burst);,1
tb_axi_atop_filter.sv,590,assert (downstream.aw_cache == exp_beat.ax_cache);,1
tb_axi_atop_filter.sv,591,assert (downstream.aw_prot == exp_beat.ax_prot);,1
tb_axi_atop_filter.sv,592,assert (downstream.aw_qos == exp_beat.ax_qos);,1
tb_axi_atop_filter.sv,593,assert (downstream.aw_region == exp_beat.ax_region);,1
tb_axi_atop_filter.sv,594,assert (downstream.aw_user == exp_beat.ax_user);,1
tb_axi_atop_filter.sv,601,assert (downstream.w_data == exp_beat.w_data);,1
tb_axi_atop_filter.sv,602,assert (downstream.w_strb == exp_beat.w_strb);,1
tb_axi_atop_filter.sv,603,assert (downstream.w_last == exp_beat.w_last);,1
tb_axi_atop_filter.sv,604,assert (downstream.w_user == exp_beat.w_user);,1
tb_axi_atop_filter.sv,616,assert (upstream.r_id == exp_beat.r_id);,1
tb_axi_atop_filter.sv,617,assert (upstream.r_data == exp_beat.r_data);,1
tb_axi_atop_filter.sv,618,assert (upstream.r_resp == exp_beat.r_resp);,1
tb_axi_atop_filter.sv,619,assert (upstream.r_last == exp_beat.r_last);,1
tb_axi_atop_filter.sv,620,assert (upstream.r_user == exp_beat.r_user);,1
tb_axi_atop_filter.sv,632,assert (upstream.b_id == exp_beat.b_id);,1
tb_axi_atop_filter.sv,633,assert (upstream.b_resp == exp_beat.b_resp);,1
tb_axi_atop_filter.sv,634,assert (upstream.b_user == exp_beat.b_user);,1
pmp_entry.sv,73,assert(size >= 2);,1
pmp_entry.sv,75,assert(size > 2);,1
pmp_entry.sv,79,assert(conf_addr_i[i] == 1); // check that all the rest are ones end end end if (size < PLEN-1) begin if (base + 2**size > base) begin // check for overflow if (match_o == 0) begin assert(addr_i >= base + 2**size || addr_i < base);,9
pmp_entry.sv,89,assert(addr_i < base + 2**size && addr_i >= base);,1
pmp_entry.sv,93,assert(addr_i - 2**size >= base || addr_i < base);,1
pmp_entry.sv,95,assert(addr_i - 2**size < base && addr_i >= base);,1
pmp_tb.sv,71,assert(allow == 1);,1
pmp_tb.sv,83,assert(allow == 0);,1
pmp_tb.sv,95,assert(allow == 1);,1
axi_lite_to_reg.sv,32,assert(ADDR_WIDTH > 0);,1
axi_lite_to_reg.sv,33,assert(DATA_WIDTH > 0);,1
cdc_fifo_2phase.sv,44,assert(LOG_DEPTH > 0);,1
cdc_2phase_tb.sv,79,assert(tck_src > 0);,1
cdc_2phase_tb.sv,105,assert(tck_dst > 0);,1
cdc_fifo_tb.sv,83,assert(tck_src > 0);,1
cdc_fifo_tb.sv,109,assert(tck_dst > 0);,1
graycode_tb.sv,26,assert(a == c);,1
find_first_one.sv,31,assert(WIDTH >= 0);,1
plusarg_file_mem.sv,43,assert(ADDR_BITS <= 64);,1
ibex_icache_core_if.sv,142,cover property (cancelled_valid);,1
ibex_icache_core_if.sv,148,cover property (cancelled_valid);,1
ibex_icache_scoreboard.sv,161,assert(invalidate_seed < mem_states.size);,1
ibex_icache_scoreboard.sv,166,assert(mem_states.size > 0);,1
ibex_icache_scoreboard.sv,187,assert(mem_states.size > 0);,1
ibex_icache_scoreboard.sv,361,assert(seen_insn_data[1:0] == 2'b11);,1
ibex_icache_scoreboard.sv,477,assert (addr_lo < address);,1
formal_tb.sv,67,assume (multdiv_ready_id_i);,1
formal_tb.sv,73,assert (checked);,1
axi_id_remap.sv,79,assert(ADDR_WIDTH >= 0);,1
axi_id_remap.sv,80,assert(DATA_WIDTH >= 0);,1
axi_id_remap.sv,81,assert(ID_WIDTH_IN >= 0);,1
axi_id_remap.sv,82,assert(ID_WIDTH_OUT >= 0);,1
axi_id_remap.sv,83,assert(USER_WIDTH >= 0);,1
axi_id_remap.sv,84,assert(in.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_id_remap.sv,85,assert(in.AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_id_remap.sv,86,assert(in.AXI_ID_WIDTH == ID_WIDTH_IN);,1
axi_id_remap.sv,87,assert(in.AXI_USER_WIDTH == USER_WIDTH);,1
axi_id_remap.sv,88,assert(out.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_id_remap.sv,89,assert(out.AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_id_remap.sv,90,assert(out.AXI_ID_WIDTH == ID_WIDTH_OUT);,1
axi_id_remap.sv,91,assert(out.AXI_USER_WIDTH == USER_WIDTH);,1
axi_lite_xbar.sv,103,assert(NUM_MASTER > 0);,1
axi_lite_xbar.sv,104,assert(NUM_SLAVE > 0);,1
axi_lite_xbar.sv,105,assert(NUM_RULES > 0);,1
axi_lite_xbar.sv,106,assert(rules.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_lite_xbar.sv,107,assert(rules.NUM_SLAVE == NUM_SLAVE);,1
axi_lite_xbar.sv,113,assert(master[i].AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_lite_xbar.sv,114,assert(master[i].AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_lite_xbar.sv,121,assert(slave[i].AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_lite_xbar.sv,122,assert(slave[i].AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_join.sv,23,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_join.sv,24,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_join.sv,25,assert(in.AXI_ID_WIDTH <= out.AXI_ID_WIDTH );,1
axi_join.sv,26,assert(in.AXI_USER_WIDTH == out.AXI_USER_WIDTH);,1
axi_lite_cut.sv,35,assert(ADDR_WIDTH >= 0);,1
axi_lite_cut.sv,36,assert(DATA_WIDTH >= 0);,1
axi_lite_cut.sv,37,assert(in.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_lite_cut.sv,38,assert(in.AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_lite_cut.sv,39,assert(out.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_lite_cut.sv,40,assert(out.AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_lite_join.sv,23,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_lite_join.sv,24,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_to_axi_lite.sv,36,assert(NUM_PENDING_RD > 0);,1
axi_to_axi_lite.sv,37,assert(NUM_PENDING_WR > 0);,1
axi_to_axi_lite.sv,38,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_to_axi_lite.sv,39,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_lite_multicut.sv,37,assert(NUM_CUTS >= 0);,1
axi_cut.sv,48,assert(ADDR_WIDTH >= 0);,1
axi_cut.sv,49,assert(DATA_WIDTH >= 0);,1
axi_cut.sv,50,assert(ID_WIDTH >= 0);,1
axi_cut.sv,51,assert(USER_WIDTH >= 0);,1
axi_cut.sv,52,assert(in.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_cut.sv,53,assert(in.AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_cut.sv,54,assert(in.AXI_ID_WIDTH == ID_WIDTH);,1
axi_cut.sv,55,assert(in.AXI_USER_WIDTH == USER_WIDTH);,1
axi_cut.sv,56,assert(out.AXI_ADDR_WIDTH == ADDR_WIDTH);,1
axi_cut.sv,57,assert(out.AXI_DATA_WIDTH == DATA_WIDTH);,1
axi_cut.sv,58,assert(out.AXI_ID_WIDTH == ID_WIDTH);,1
axi_cut.sv,59,assert(out.AXI_USER_WIDTH == USER_WIDTH);,1
axi_modify_address.sv,30,assert(ADDR_WIDTH_IN > 0);,1
axi_modify_address.sv,31,assert(ADDR_WIDTH_OUT > 0);,1
axi_multicut.sv,41,assert(NUM_CUTS >= 0);,1
axi_arbiter.sv,27,assert(NUM_REQ >= 0);,1
axi_arbiter.sv,28,assert(arb.NUM_REQ == NUM_REQ);,1
axi_arbiter.sv,78,assert(NUM_REQ >= 0);,1
axi_arbiter.sv,79,assert(ID_WIDTH >= 0);,1
axi_lite_to_axi.sv,22,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_lite_to_axi.sv,23,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
tb_axi_lite_xbar.sv,137,assert(rand_success);,1
tb_axi_lite_xbar.sv,160,assert(rand_success);,1
tb_axi_atop_filter.sv,471,assert (downstream.aw_atop == '0);,1
tb_axi_atop_filter.sv,569,assert (downstream.ar_id == exp_beat.ax_id);,1
tb_axi_atop_filter.sv,570,assert (downstream.ar_addr == exp_beat.ax_addr);,1
tb_axi_atop_filter.sv,571,assert (downstream.ar_len == exp_beat.ax_len);,1
tb_axi_atop_filter.sv,572,assert (downstream.ar_size == exp_beat.ax_size);,1
tb_axi_atop_filter.sv,573,assert (downstream.ar_burst == exp_beat.ax_burst);,1
tb_axi_atop_filter.sv,574,assert (downstream.ar_cache == exp_beat.ax_cache);,1
tb_axi_atop_filter.sv,575,assert (downstream.ar_prot == exp_beat.ax_prot);,1
tb_axi_atop_filter.sv,576,assert (downstream.ar_qos == exp_beat.ax_qos);,1
tb_axi_atop_filter.sv,577,assert (downstream.ar_region == exp_beat.ax_region);,1
tb_axi_atop_filter.sv,578,assert (downstream.ar_user == exp_beat.ax_user);,1
tb_axi_atop_filter.sv,585,assert (downstream.aw_id == exp_beat.ax_id);,1
tb_axi_atop_filter.sv,586,assert (downstream.aw_addr == exp_beat.ax_addr);,1
tb_axi_atop_filter.sv,587,assert (downstream.aw_len == exp_beat.ax_len);,1
tb_axi_atop_filter.sv,588,assert (downstream.aw_size == exp_beat.ax_size);,1
tb_axi_atop_filter.sv,589,assert (downstream.aw_burst == exp_beat.ax_burst);,1
tb_axi_atop_filter.sv,590,assert (downstream.aw_cache == exp_beat.ax_cache);,1
tb_axi_atop_filter.sv,591,assert (downstream.aw_prot == exp_beat.ax_prot);,1
tb_axi_atop_filter.sv,592,assert (downstream.aw_qos == exp_beat.ax_qos);,1
tb_axi_atop_filter.sv,593,assert (downstream.aw_region == exp_beat.ax_region);,1
tb_axi_atop_filter.sv,594,assert (downstream.aw_user == exp_beat.ax_user);,1
tb_axi_atop_filter.sv,601,assert (downstream.w_data == exp_beat.w_data);,1
tb_axi_atop_filter.sv,602,assert (downstream.w_strb == exp_beat.w_strb);,1
tb_axi_atop_filter.sv,603,assert (downstream.w_last == exp_beat.w_last);,1
tb_axi_atop_filter.sv,604,assert (downstream.w_user == exp_beat.w_user);,1
tb_axi_atop_filter.sv,616,assert (upstream.r_id == exp_beat.r_id);,1
tb_axi_atop_filter.sv,617,assert (upstream.r_data == exp_beat.r_data);,1
tb_axi_atop_filter.sv,618,assert (upstream.r_resp == exp_beat.r_resp);,1
tb_axi_atop_filter.sv,619,assert (upstream.r_last == exp_beat.r_last);,1
tb_axi_atop_filter.sv,620,assert (upstream.r_user == exp_beat.r_user);,1
tb_axi_atop_filter.sv,632,assert (upstream.b_id == exp_beat.b_id);,1
tb_axi_atop_filter.sv,633,assert (upstream.b_resp == exp_beat.b_resp);,1
tb_axi_atop_filter.sv,634,assert (upstream.b_user == exp_beat.b_user);,1
async_fifo_tb.sv,243,"assert(DUT.rbin_wbin_diff <= (1 << AW_TB)) else $fatal(""rbin - wbin difference exceeds FIFO depth. rbin-wbin = %d\n"", DUT.rbin_wbin_diff);",4
axi_join.sv,28,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_join.sv,29,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_join.sv,30,assert(in.AXI_ID_WIDTH <= out.AXI_ID_WIDTH );,1
axi_join.sv,31,assert(in.AXI_USER_WIDTH == out.AXI_USER_WIDTH);,1
axi_lite_join.sv,28,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_lite_join.sv,29,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_modify_address.sv,155,assert(AXI_SLV_PORT_ADDR_WIDTH > 0);,1
axi_modify_address.sv,156,assert(AXI_MST_PORT_ADDR_WIDTH > 0);,1
axi_modify_address.sv,157,assert(AXI_DATA_WIDTH > 0);,1
axi_modify_address.sv,158,assert(AXI_ID_WIDTH > 0);,1
axi_multicut.sv,83,assert(NoCuts >= 0);,1
axi_lite_to_axi.sv,107,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_lite_to_axi.sv,108,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_lite_to_axi.sv,109,assert(AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
cdc_fifo_2phase.sv,44,assert(LOG_DEPTH > 0);,1
find_first_one.sv,31,assert(WIDTH >= 0);,1
axi_join.sv,28,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_join.sv,29,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_join.sv,30,assert(in.AXI_ID_WIDTH <= out.AXI_ID_WIDTH );,1
axi_join.sv,31,assert(in.AXI_USER_WIDTH == out.AXI_USER_WIDTH);,1
axi_lite_join.sv,28,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_lite_join.sv,29,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_modify_address.sv,155,assert(AXI_SLV_PORT_ADDR_WIDTH > 0);,1
axi_modify_address.sv,156,assert(AXI_MST_PORT_ADDR_WIDTH > 0);,1
axi_modify_address.sv,157,assert(AXI_DATA_WIDTH > 0);,1
axi_modify_address.sv,158,assert(AXI_ID_WIDTH > 0);,1
axi_multicut.sv,83,assert(NoCuts >= 0);,1
axi_lite_to_axi.sv,107,assert(in.AXI_ADDR_WIDTH == out.AXI_ADDR_WIDTH);,1
axi_lite_to_axi.sv,108,assert(in.AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
axi_lite_to_axi.sv,109,assert(AXI_DATA_WIDTH == out.AXI_DATA_WIDTH);,1
cdc_fifo_2phase.sv,44,assert(LOG_DEPTH > 0);,1
find_first_one.sv,31,assert(WIDTH >= 0);,1
cdc_fifo_gray.sv,48,assert(LOG_DEPTH > 0);,1
cdc_fifo_2phase.sv,44,assert(LOG_DEPTH > 0);,1
cdc_2phase_tb.sv,79,assert(tck_src > 0);,1
cdc_2phase_tb.sv,105,assert(tck_dst > 0);,1
cdc_fifo_tb.sv,83,assert(tck_src > 0);,1
cdc_fifo_tb.sv,109,assert(tck_dst > 0);,1
graycode_tb.sv,26,assert(a == c);,1
find_first_one.sv,31,assert(WIDTH >= 0);,1
md5unit_tb.sv,68,assert(digest0 == expected);,1
ks.sv,43,assert(1'b0 && "Kogge-Stone adder with LEN < 4 makes no sense");,1
complete.sv,76,assert(spec_valid && !spec_trap);,1
imemcheck.sv,35,assume(mem_rdata[15:0] == imem_data);,1
imemcheck.sv,37,assume(mem_rdata[31:16] == imem_data);,1
wrapper.sv,134,assume (~mem_wait );,1
wrapper.sv,137,assume( insn_valid_history );,1
wrapper.sv,146,assume( insn_valid );,1
wrapper.sv,159,assume (rvfi_insn[19:15] == 0);,1
wrapper.sv,161,assume (rvfi_insn[14:12] != 3'b001);,1
wrapper.sv,162,assume (rvfi_insn[14:12] != 3'b011);,1
wrapper.sv,163,assume (rvfi_insn[14:12] != 3'b101);,1
wrapper.sv,164,assume (rvfi_insn[14:12] != 3'b110);,1
wrapper.sv,165,assume (rvfi_insn[14:12] != 3'b111);,1
honest.sv,48,assume (mem_rdata == monitor_insn);,1
cover.sv,60,cover property (count_dmemrd);,1
cover.sv,61,cover property (count_dmemwr);,1
cover.sv,62,cover property (count_longinsn);,1
cover.sv,63,cover property (count_comprinsn);,1
cover.sv,65,cover property (count_dmemrd >= 1 && count_dmemwr >= 1 && count_longinsn >= 1 && count_comprinsn >= 1);,1
cover.sv,66,cover property (count_dmemrd >= 2 && count_dmemwr >= 2 && count_longinsn >= 2 && count_comprinsn >= 2);,1
cover.sv,67,cover property (count_dmemrd >= 3 && count_dmemwr >= 2 && count_longinsn >= 2 && count_comprinsn >= 2);,1
cover.sv,68,cover property (count_dmemrd >= 2 && count_dmemwr >= 3 && count_longinsn >= 2 && count_comprinsn >= 2);,1
cover.sv,69,cover property (count_dmemrd >= 2 && count_dmemwr >= 2 && count_longinsn >= 3 && count_comprinsn >= 2);,1
cover.sv,70,cover property (count_dmemrd >= 2 && count_dmemwr >= 2 && count_longinsn >= 2 && count_comprinsn >= 3);,1
dmemcheck.sv,42,assume(dmem_data == mem_rdata);,1
alt_reset_ctrl_lego.sv,213,assert property ($rose(start & ~aclr) |-> ##[0:1] reset);,1
alt_reset_ctrl_lego.sv,219,assert property ($rose(start & ~aclr) |-> ##[0:1] reset);,1
alt_reset_ctrl_tgx_cdrauto.sv,185,assert property (rx_analogreset |-> rx_digitalreset);,1
alt_reset_ctrl_lego.sv,213,assert property ($rose(start & ~aclr) |-> ##[0:1] reset);,1
alt_reset_ctrl_lego.sv,219,assert property ($rose(start & ~aclr) |-> ##[0:1] reset);,1
alt_reset_ctrl_tgx_cdrauto.sv,185,assert property (rx_analogreset |-> rx_digitalreset);,1
testbench.sv,206,assert(lower == 0);,1
model_100gbe.sv,89,assert (resp==OKAY);,1
x4xx_qsfp_wrapper_tb.sv,773,assert (resp==OKAY);,1
x4xx_qsfp_wrapper_tb.sv,808,assert (resp==OKAY);,1
x4xx_qsfp_wrapper_tb.sv,1397,assert (resp==OKAY);,1
x4xx_qsfp_wrapper_tb.sv,1415,assert (resp==OKAY);,1
x4xx_qsfp_wrapper_tb.sv,1430,assert (resp==OKAY);,1
x4xx_qsfp_wrapper_tb.sv,1439,assert (resp==OKAY);,1
cdc_fifo_gray.sv,48,assert(LOG_DEPTH > 0);,1
cdc_fifo_2phase.sv,44,assert(LOG_DEPTH > 0);,1
cdc_2phase_tb.sv,79,assert(tck_src > 0);,1
cdc_2phase_tb.sv,105,assert(tck_dst > 0);,1
cdc_fifo_tb.sv,83,assert(tck_src > 0);,1
