file_name,file_path,line_number,assertion_code,line_count
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,134,assert(trap);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,135,assert(rd_addr == 0);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,136,assert(rd_wdata == 0);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,137,assert(mem_wmask == 0);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,144,assert(rs1_rdata == 0);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,147,assert(rs2_rdata == 0);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,151,assert(spec_rs1_addr == rs1_addr);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,154,assert(spec_rs2_addr == rs2_addr);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,156,assert(spec_rd_addr == rd_addr);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,157,assert(spec_rd_wdata == rd_wdata);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,166,assert(mem_wmask[i]);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,167,assert(spec_mem_wdata[i*8 +: 8] == mem_wdata[i*8 +: 8]);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,169,assert(mem_rmask[i]);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,170,assert(mem_rdata[i*8 +: 8] == mem_wdata[i*8 +: 8]);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,173,assert(mem_rmask[i]);,1
rvfi_instruction_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_instruction_check.sv,178,assert(spec_trap == trap);,1
rvfi_dmem_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_dmem_check.sv,37,assert(dmem_shadow[i*8 +: 8] == rvfi_mem_rdata[i*8 +: 8]);,1
rvfi_liveness_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_liveness_check.sv,33,assume(rvfi_valid[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_liveness_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_liveness_check.sv,34,assume(!rvfi_halt[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_liveness_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_liveness_check.sv,35,assume(instruction_order == rvfi_order[64*`RISCV_FORMAL_CHANNEL_IDX +: 64]);,1
rvfi_liveness_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_liveness_check.sv,38,assert(found_next_instruction);,1
rvfi_imem_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_imem_check.sv,41,assert(instruction[15:0] == imem_data);,1
rvfi_imem_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_imem_check.sv,44,assert(instruction[31:16] == imem_data);,1
rvfi_reg_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_reg_check.sv,38,assume(rvfi_valid[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_reg_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_reg_check.sv,39,assume(instruction_order == rvfi_order[64*`RISCV_FORMAL_CHANNEL_IDX +: 64]);,1
rvfi_reg_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_reg_check.sv,42,assert(register_shadow == rvfi_rs1_rdata[`RISCV_FORMAL_CHANNEL_IDX*`RISCV_FORMAL_XLEN +: `RISCV_FORMAL_XLEN]);,1
rvfi_reg_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_reg_check.sv,44,assert(register_shadow == rvfi_rs2_rdata[`RISCV_FORMAL_CHANNEL_IDX*`RISCV_FORMAL_XLEN +: `RISCV_FORMAL_XLEN]);,1
rvfi_causal_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_causal_check.sv,36,assume(register_index != 0);,1
rvfi_causal_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_causal_check.sv,37,assume(rvfi_valid[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_causal_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_causal_check.sv,39,assume(instruction_order == rvfi_order[64*`RISCV_FORMAL_CHANNEL_IDX +: 64]);,1
rvfi_causal_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_causal_check.sv,40,assert(!found_non_causal);,1
rvfi_unique_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_unique_check.sv,34,assume(rvfi_valid[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_unique_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_unique_check.sv,35,assume(instruction_order == rvfi_order[64*`RISCV_FORMAL_CHANNEL_IDX +: 64]);,1
rvfi_unique_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_unique_check.sv,38,assert(!found_other_instruction);,1
rvfi_pc_fwd_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_pc_fwd_check.sv,38,assume(rvfi_valid[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_pc_fwd_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_pc_fwd_check.sv,39,assume(instruction_order == rvfi_order[64*`RISCV_FORMAL_CHANNEL_IDX +: 64]);,1
rvfi_csrw_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_csrw_check.sv,141,assume (csr_instruction_valid);,1
rvfi_csrw_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_csrw_check.sv,142,assume (csr_instruction_addr != csr_none);,1
rvfi_csrw_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_csrw_check.sv,156,assert (rvfi.trap);,1
rvfi_csrw_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_csrw_check.sv,157,assert (rvfi.rd_addr == 0);,1
rvfi_csrw_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_csrw_check.sv,158,assert (rvfi.rd_wdata == 0);,1
rvfi_csrw_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_csrw_check.sv,160,assert (!rvfi.trap);,1
rvfi_csrw_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_csrw_check.sv,161,assert (rvfi.rd_addr == rvfi.instruction[11:7]);,1
rvfi_csrw_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_csrw_check.sv,165,assert (rvfi.rd_wdata == 0);,1
rvfi_csrw_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_csrw_check.sv,167,assert (csr_instruction_rmask == {`RISCV_FORMAL_XLEN{1'b1}});,1
rvfi_csrw_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_csrw_check.sv,168,assert (csr_instruction_rdata == rvfi.rd_wdata);,1
rvfi_csrw_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_csrw_check.sv,177,assert (csr_instruction_changed_full[31:0] == 0);,1
rvfi_csrw_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_csrw_check.sv,179,assert (csr_instruction_changed_full[63:32] == 0);,1
rvfi_csrw_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_csrw_check.sv,184,assert (rvfi.mem_wmask == 0);,1
rvfi_pc_bwd_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_pc_bwd_check.sv,38,assume(rvfi_valid[`RISCV_FORMAL_CHANNEL_IDX]);,1
rvfi_pc_bwd_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_pc_bwd_check.sv,39,assume(instruction_order == rvfi_order[64*`RISCV_FORMAL_CHANNEL_IDX +: 64]);,1
rvfi_hang_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_hang_check.sv,31,assert(okay);,1
rvfi_hang_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_hang_check.sv,36,assume(!rvfi_halt[channel_idx]);,1
rvfi_testbench.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_testbench.sv,29,assume property (reset == $initstate);,1
rvfi_ill_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_ill_check.sv,46,cover(!reset && check && valid && instruction == 0);,1
rvfi_ill_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_ill_check.sv,48,assume(valid);,1
rvfi_ill_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_ill_check.sv,49,assume(instruction == 0);,1
rvfi_ill_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_ill_check.sv,50,assert(trap);,1
rvfi_ill_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_ill_check.sv,51,assert(rd_addr == 0);,1
rvfi_ill_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_ill_check.sv,52,assert(rd_wdata == 0);,1
rvfi_ill_check.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/riscv_formal/checks/rvfi_ill_check.sv,53,assert(mem_wmask == 0);,1
wrapper.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/picorv32/formal/wrapper.sv,42,assume (~mem_wait || trap);,1
wrapper.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/picorv32/formal/wrapper.sv,52,assume (rvfi_instruction[19:15] == 0);,1
wrapper.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/picorv32/formal/wrapper.sv,54,assume (rvfi_instruction[14:12] != 3'b001);,1
wrapper.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/picorv32/formal/wrapper.sv,55,assume (rvfi_instruction[14:12] != 3'b011);,1
wrapper.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/picorv32/formal/wrapper.sv,56,assume (rvfi_instruction[14:12] != 3'b101);,1
wrapper.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/picorv32/formal/wrapper.sv,57,assume (rvfi_instruction[14:12] != 3'b110);,1
wrapper.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/1/bazel_yosys-main/hdl/cpu/picorv32/formal/wrapper.sv,58,assume (rvfi_instruction[14:12] != 3'b111);,1
i2c_controller_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/i2c/i2c_controller_tb.sv,75,assert(i2c_controller_dut.state == IDLE);,1
i2c_controller_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/i2c/i2c_controller_tb.sv,82,assert(i2c_controller_dut.state == START);,1
i2c_controller_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/i2c/i2c_controller_tb.sv,87,assert(i2c_controller.state == SEND_DEVICE_ADDRESS);,1
i2c_controller_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/i2c/i2c_controller_tb.sv,92,assert(i2c_controller_dut.state == DEV_ADDRESS_ACK);,1
i2c_controller_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/i2c/i2c_controller_tb.sv,103,assert(i2c_controller_dut.state == SEND_REGISTER_ADDRESS);,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,61,assert (HEX0 == five);,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,62,assert (HEX1 == five);,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,63,assert (HEX2 == zero);,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,64,assert (HEX3 == zero);,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,65,assert (HEX4 == zero);,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,66,assert (HEX5 == zero);,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,76,assert (HEX0 == six );,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,77,assert (HEX1 == five );,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,78,assert (HEX2 == four );,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,79,assert (HEX3 == three);,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,80,assert (HEX4 == two );,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,81,assert (HEX5 == one );,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,91,assert (HEX0 == zero );,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,92,assert (HEX1 == one );,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,93,assert (HEX2 == zero );,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,94,assert (HEX3 == one );,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,95,assert (HEX4 == zero );,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,96,assert (HEX5 == one );,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,106,assert (HEX0 == nine);,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,107,assert (HEX1 == nine);,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,108,assert (HEX2 == nine);,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,109,assert (HEX3 == nine);,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,110,assert (HEX4 == nine);,1
hex_driver_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/hex_driver_tb/hex_driver_tb.sv,111,assert (HEX5 == nine);,1
register_memory_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/register_memory/register_memory_tb.sv,39,assert(read_data == 32'h011d0000);,1
register_memory_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/register_memory/register_memory_tb.sv,45,assert(read_data == 32'h02_1d_2d_08);,1
register_memory_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/register_memory/register_memory_tb.sv,50,assert(read_data == 32'h01_1d_32_00);,1
register_memory_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/register_memory/register_memory_tb.sv,55,assert(read_data == 32'h01_1d_33_00);,1
register_memory_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/register_memory/register_memory_tb.sv,60,assert(read_data == 32'h0);,1
counter_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/Accelerometer-to-7-seg-main/sim_vivado/counter/counter_tb.sv,34,assert (pulse == 1'b0);,1
ks.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/computer_architecture-master/mp1/kogge_stone/hdl/ks.sv,43,"assert(1'b0 && ""Kogge-Stone adder with LEN < 4 makes no sense"");",1
cdc_fifo_gray.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/RISCV_SBST-master/ASSIGNMENT_DELIVERY/tb/core/fpnew/src/common_cells/src/cdc_fifo_gray.sv,48,assert(LOG_DEPTH > 0);,1
cdc_fifo_2phase.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/RISCV_SBST-master/ASSIGNMENT_DELIVERY/tb/core/fpnew/src/common_cells/src/cdc_fifo_2phase.sv,44,assert(LOG_DEPTH > 0);,1
cdc_2phase_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/RISCV_SBST-master/ASSIGNMENT_DELIVERY/tb/core/fpnew/src/common_cells/test/cdc_2phase_tb.sv,79,assert(tck_src > 0);,1
cdc_2phase_tb.sv,/home/zhaiqingchen/assertion_workspace/dataset/verilog-repos2/2021/10/RISCV_SBST-master/ASSIGNMENT_DELIVERY/tb/core/fpnew/src/common_cells/test/cdc_2phase_tb.sv,105,assert(tck_dst > 0);,1
